test	test	1
I made this dip back on Super Bowl Sunday for a potluck party and got mixed reviews. I am one who does definitely prefer bleu cheese to ranch on my buffalo style wings but it seems that not everyone has my good taste! The bleu cheese taste was a bit strong however but that may be because of the dressing that I use which is Bob's Big Boy brand. It is a very rich dressing. I may temper it by halving the bleu cheese dressing and adding in some ranch next time. Not sure. Anyway 5 stars because I loved it and I'm sure that it can be made a little less potent so as to please most everyone.	i made this dip back on super bowl sunday for a potluck party and got mixed reviews . i am one who does definitely prefer bleu cheese to ranch on my buffalo style wings but it seems that not everyone h as my good taste ! the bleu cheese taste was a bit strong however but that may be because of the dressing that i use which is bob 's big boy brand . it is a very rich dressing . i may temper it by halving the bleu cheese dressing and adding in some ranch next time . not sure . anyway 5 stars because i loved it and i 'm sure that it can be made a little less potent so as to please most everyone .	1
Delicious! I made this last night to bring over to my friends house and we just couldn't stop eating it. Thanks for the great recipe and video:)	delicious ! i made this last night to bring over to my friends house and we just could n't stop eating it . thanks for the great recipe and video :-rrb-	1
Made this for a family get-together and everyone raved about it. It's very addicting. Only thing I did different was to substitute ranch dressing for the blue cheese dressing (still used the blue cheese crumbles) and shred the chicken in a food processor rather than dicing it. Will definitely make again.	made this for a family get-together and everyone raved about it . it 's very addicting . only thing i did different was to substitute ranch dressing for the blue cheese dressing -lrb- still used the blue chee se crumbles -rrb- and shred the chicken in a food processor rather than dicing it . will definitely make again .	1
Liked by most adults despised by most teenagers! I brought some to an adult Superbowl party and served with celery and Chicken n Biscuit crackers and it was well received. Brought the same dish to a high school event and it was out and out rejected. Eew...blue cheese. Be aware of your audience folks. A bag of Doritos would have gone over better.	liked by most adults despised by most teenagers ! i brought some to an adult superbowl party and served with celery and chicken n biscuit crackers and it was well received . brought the same dish to a h igh school event and it was out and out rejected . eew ... blue cheese . be aware of your audience folks . a bag of doritos would have gone over better .	1
After Reading The Reviews I Made The Recipe With A Couple Of Minor Changes. I Am Like Some Of The Other Reviewers And Don't Like Canned Chicken So I Boiled Then Shredded 3 chicken Breasts Shredded Them In The Food processor. I Also Used 1/2 Cup Ranch Dressing And 1/2 Cup Bleu Cheese Dressing. I Substitued Texas Pete Buffalo Wing Sauce For Hot Sauce And Used 1 1/2 Cups. Everyone Loved It. Will Definitely Make This Again.	after reading the reviews i made the recipe with a couple of minor changes . i am like some of the other reviewers and do n't like canned chicken so i boiled then shredded 3 chicken breasts shredded the m in the food processor . i also used 1/2 cup ranch dressing and 1/2 cup bleu cheese dressing . i substitued texas pete buffalo wing sauce for hot sauce and used 1 1/2 cups . everyone loved it . will defi nitely make this again .	1
I made this for a Super Bowl party--no substitutions. It was fantastic! Even my super picky boyfriend and friend who doesn't like blue cheese got seconds. People were asking if there were leftovers after the party! As always Chef Jon's recipe is a winner!	i made this for a super bowl party -- no substitutions . it was fantastic ! even my super picky boyfriend and friend who does n't like blue cheese got seconds . people were asking if there were leftovers af ter the party ! as always chef jon 's recipe is a winner !	1
I made this quick and easy recipe today for a birthday party and it was amazing! I used everything except for the crumbled blue cheese. It disappeared quickly with no leftovers to worry about... I will definitely be making it again!	i made this quick and easy recipe today for a birthday party and it was amazing ! i used everything except for the crumbled blue cheese . it disappeared quickly with no leftovers to worry about ... i wil l definitely be making it again !	1
This dip turned out much spicier than I predicted. Some people really liked it but it was a bit too hot for others. I followed the suggestions of others and omitted the blue cheese crumbles (only used the blue cheese dressing). Next time I will cut the amount of hot sauce in half.	this dip turned out much spicier than i predicted . some people really liked it but it was a bit too hot for others . i followed the suggestions of others and omitted the blue cheese crumbles -lrb- only used the blue cheese dressing -rrb- . next time i will cut the amount of hot sauce in half .	1
Most excellent! One of my all time favorite dishes ever. I could eat this daily. My whole family loved it too which was a downside since it disappeared too quickly. Prepared exactly as written.	most excellent ! one of my all time favorite dishes ever . i could eat this daily . my whole family loved it too which was a downside since it disappeared too quickly . prepared exactly as written .	1
Everyone loved this dip. I think it could be served with hard breads veggies and other crackers. It was better the second day and even better the third.	everyone loved this dip . i think it could be served with hard breads veggies and other crackers . it was better the second day and even better the third .	1
This was a lot of work for very little return. I made it the day before and thought that the flavor would meld over night however it was rather bland not very clammy and because it was made with all cream cheese it was very stiff and hard to get out of the bowl. I had to use a knife so that people could put it on very stiff french bread rounds. Anything less tough than the french bread rounds would just crumble.	this was a lot of work for very little return . i made it the day before and thought that the flavor would meld over night however it was rather bland not very clammy and because it was made with all c ream cheese it was very stiff and hard to get out of the bowl . i had to use a knife so that people could put it on very stiff french bread rounds . anything less tough than the french bread rounds woul d just crumble .	1
If you have not yet made this you really should. Delicious comfort spread/dip (if there is such a thing). Plus it seems easily to customize if you choose. Would make a nice gift for a dinner invitation.	if you have not yet made this you really should . delicious comfort spread/dip -lrb- if there is such a thing -rrb- . plus it seems easily to customize if you choose . would make a nice gift for a dinner invitatio n.	1
The flavor of this dip was good (after I modified) but I could not taste a single bit of clam flavoring. I think the cream cheese and bacon overpowers the clams and clam juice. I added cayenne pepper and creole seasoning because it was so bland- despite the jalepeno. It was way too thick to dip out of a bowl- I had to spoon it into individual custard dishes for each person along with spreading knives. Disappointing.	the flavor of this dip was good -lrb- after i modified -rrb- but i could not taste a single bit of clam flavoring . i think the cream cheese and bacon overpowers the clams and clam juice . i added cayenne pepper and creole seasoning because it was so bland - despite the jalepeno . it was way too thick to dip out of a bowl - i had to spoon it into individual custard dishes for each person along with spreading kni ves . disappointing .	1
this was excellent!!! tastes just like clams casino - Making again for Christmas!	this was excellent !!! tastes just like clams casino - making again for christmas !	1
"I had friends over to help rake leaves today so I made them lunch.  I made the A La King this morning and just reheated at lunch time.  I served it over beds of brown rice (also re-heated) and a crisp salad.  HUGE likes! 
Everyone liked it very much.  I made the recipe exactly as written.  The next time I make it I will throw in another shallot and a clove or two of garlic.  Only because I would prefer it, not because the recipe needs it.  Another Great Chef John recipe!"	i had friends over to help rake leaves today so i made them lunch . i made the a la king this morning and just reheated at lunch time . i served it over beds of brown rice -lrb- also re-heated -rrb- and a crisp salad . huge likes ! everyone liked it very much . i made the recipe exactly as written . the next time i make it i will throw in another shallot and a clove or two of garlic . only because i would p refer it , not because the recipe needs it . another great chef john recipe !	1
This was hit when served for Sunday dinner. My Daughter In-law called this next day for the recipe. The only change I made was added frozen peas because my wife said that was how her mother made it. The peas worked well and the flavor was great.	this was hit when served for sunday dinner . my daughter in-law called this next day for the recipe . the only change i made was added frozen peas because my wife said that was how her mother made it . t he peas worked well and the flavor was great .	1
I classic and great comfort food. Loved this recipe although my husband would have preferred fewer mushrooms.	i classic and great comfort food . loved this recipe although my husband would have preferred fewer mushrooms .	1
Made as directed used a rotisserie chicken I picked up at the grocery store. Served over egg noodles. Flavors molded together very nicely. Agree with not leaving out the sherry. Presents very pretty with it's autumn colors. Could easily take the place of a turkey for Thanksgiving!	made as directed used a rotisserie chicken i picked up at the grocery store . served over egg noodles . flavors molded together very nicely . agree with not leaving out the sherry . presents very pretty w ith it 's autumn colors . could easily take the place of a turkey for thanksgiving !	1
Ok so I grew up on Banquet frozen chicken a la king and my husband grew up on his dad's version of turkey a la king. I was hoping that 1) this would be close to what we grew up on and 2) that it would be phenomenal due to it being one of Chef John's recipes but after all the work to make it (no modifications other than used gluten free AP flour) and the resulting flavor I am disappointed. My husband said he would not want me to make it again and really I don't have any desire to. I served it over GF biscuits (figured toasted bread like in childhood was too plain for a meal that took this long to make). I really don't know what would make it be five stars. I guess I'll keep looking.	ok so i grew up on banquet frozen chicken a la king and my husband grew up on his dad 's version of turkey a la king . i was hoping that 1 -rrb- this would be close to what we grew up on and 2 -rrb- that it would be phenomenal due to it being one of chef john 's recipes but after all the work to make it -lrb- no modifications other than used gluten free ap flour -rrb- and the resulting flavor i am disappointed . my husba nd said he would not want me to make it again and really i do n't have any desire to . i served it over gf biscuits -lrb- figured toasted bread like in childhood was too plain for a meal that took this long to make -rrb- . i really do n't know what would make it be five stars . i guess i 'll keep looking .	1
I followed the recipe exactly as written. A very tasty, filling meal. Chef John is the best when you need to find something that you can make without modification that is a successful dish every time.	i followed the recipe exactly as written . a very tasty , filling meal . chef john is the best when you need to find something that you can make without modification that is a successful dish every time .	1
Super comfort food on mashed potatoes.	super comfort food on mashed potatoes .	1
This is definitely a keeper. We like it for breakfast or lunch on popovers.	this is definitely a keeper . we like it for breakfast or lunch on popovers .	1
I love Chef John recipes! This one was excellent. I did add some carrots and green beans and about 4 oz. of cream cheese as well. I put it over Cauliflower rice.	i love chef john recipes ! this one was excellent . i did add some carrots and green beans and about 4 oz . of cream cheese as well . i put it over cauliflower rice .	1
Excellent recipe!  We made it as written and would caution that it is very spicy.   If you're using the recipe in burritos as we did, it's perfect as the other ingredients mellow out the heat.  If I were making it for tacos or another recipe that it was more front and center, I would reduce the amount of peppers by 1 or 2.  All that being said, we made burritos with rice, beans and cheese and then topped each one with a bit of the sauce and some more cheese and tossed them under the broiler for a minute and it was truly amazing.  Served it with a side of shredded lettuce, tomato,  onions and fresh guacamole and garnished with fresh cilantro and cotija cheese . Far better than anything you can get at a restaurant.	excellent recipe ! we made it as written and would caution that it is very spicy . if you 're using the recipe in burritos as we did , it 's perfect as the other ingredients mellow out the heat . if i w ere making it for tacos or another recipe that it was more front and center , i would reduce the amount of peppers by 1 or 2 . all that being said , we made burritos with rice , beans and cheese and then topped each one with a bit of the sauce and some more cheese and tossed them under the broiler for a minute and it was truly amazing . served it with a side of shredded lettuce , tomato , onions and f resh guacamole and garnished with fresh cilantro and cotija cheese . far better than anything you can get at a restaurant .	1
I'm not a big fan of chipotle peppers - but this recipe made me change my mind about that!! I made enchiladas with them and no one could get enough of them. I like that the recipe is pretty forgiving - if you cook the chicken too long it doesn't really matter because it's in a wonderful sauce that infuses the meat and keeps it moist.	i 'm not a big fan of chipotle peppers - but this recipe made me change my mind about that !! i made enchiladas with them and no one could get enough of them . i like that the recipe is pretty forgiving - if you cook the chicken too long it does n't really matter because it 's in a wonderful sauce that infuses the meat and keeps it moist .	1
Super tasty! A little time consuming but not hard. Made a LOT of chicken way more than 6 servings I d say! I used one pound of drumsticks with two pounds of thighs.	super tasty ! a little time consuming but not hard . made a lot of chicken way more than 6 servings i d say ! i used one pound of drumsticks with two pounds of thighs .	1
Wonderful!! I only used 2 chipotle peppers rather than the entire can and it was perfect! Even my picky 12 yr old loved it...after he added a ton of lettuce to cool it down.	wonderful !! i only used 2 chipotle peppers rather than the entire can and it was perfect ! even my picky 12 yr old loved it ... after he added a ton of lettuce to cool it down .	1
I followed this recipe except I halved it because of the reviews on the large portions. I also used chicken breast. It did turn out spicy but super delicious with some avocado cheese and sour cream! I will definitely make this again. I can imagine the leftovers being good in quesadillas taco salads burritos enchiladas anything!	i followed this recipe except i halved it because of the reviews on the large portions . i also used chicken breast . it did turn out spicy but super delicious with some avocado cheese and sour cream ! i will definitely make this again . i can imagine the leftovers being good in quesadillas taco salads burritos enchiladas anything !	1
Sooo delicious. I served it as a taco salad and topped it with cilantro cotija cheese and a lime wedge. I followed the recipe exactly including using the whole can of chipotle peppers and while it had a nice kick I didn't think it was overwhelmingly spicy. This dish is so flavorful and I would not hesitate to make it again.	sooo delicious . i served it as a taco salad and topped it with cilantro cotija cheese and a lime wedge . i followed the recipe exactly including using the whole can of chipotle peppers and while it had a nice kick i did n't think it was overwhelmingly spicy . this dish is so flavorful and i would not hesitate to make it again .	1
I made this a few weeks ago and I'm getting ready to make it again this weekend. It was amazingly delicious. I first made the sauce in the blender with the entire can of chipotle peppers but when I tasted it directly from the blender I thought it was way too spicy. So I poured down half of it and added more tomatoes and it was still very spicy but more bearable. Even my son who refuses to eat chicken (only eats beef pork and seafood. I told him it was pork and confessed it was chicken after he ate it) loved it. We made tacos. I will make this often!	i made this a few weeks ago and i 'm getting ready to make it again this weekend . it was amazingly delicious . i first made the sauce in the blender with the entire can of chipotle peppers but when i ta sted it directly from the blender i thought it was way too spicy . so i poured down half of it and added more tomatoes and it was still very spicy but more bearable . even my son who refuses to eat chic ken -lrb- only eats beef pork and seafood . i told him it was pork and confessed it was chicken after he ate it -rrb- loved it . we made tacos . i will make this often !	1
Chef John always wins in our kitchen! Made these for our new years Eve party and they were a huge hit. Will definitely make them again. Very easy to make. Only change I made was didn't put in blue cheese (personally not a big fan) and added another ounce of cream cheese. Amazing! Thanks chef John!	chef john always wins in our kitchen ! made these for our new years eve party and they were a huge hit . will definitely make them again . very easy to make . only change i made was did n't put in blue che ese -lrb- personally not a big fan -rrb- and added another ounce of cream cheese . amazing ! thanks chef john !	1
As usual Chef John hit another home run wife loved these and we will be making them many more times. the right amount of filling to wrap and they are so crisp and crunchy.	as usual chef john hit another home run wife loved these and we will be making them many more times . the right amount of filling to wrap and they are so crisp and crunchy .	1
Surprisingly good. Not what I expected. Another hit gave me confidence to make several variations. Chef John's videos are great	surprisingly good . not what i expected . another hit gave me confidence to make several variations . chef john 's videos are great	1
Really good! I omitted the water after a first try because it's a lot easier to reduce the sauce. I like to use Thai chili sauce instead of Jalapenos because I always have it on hand, that way I can really slam it together if I get the urge.	really good ! i omitted the water after a first try because it 's a lot easier to reduce the sauce . i like to use thai chili sauce instead of jalapenos because i always have it on hand , that way i can r eally slam it together if i get the urge .	2
Just made this for dinner tonight.  Delicious!  I wasn't prepared to make it, so had to do some substitutions.  (White onions for green onions, more soy sauce for the fish sauce)  Even with the substitutions, this spicy dish was superb served over brown rice.	just made this for dinner tonight . delicious ! i was n't prepared to make it , so had to do some substitutions . -lrb- white onions for green onions , more soy sauce for the fish sauce -rrb- even with the substi tutions , this spicy dish was superb served over brown rice .	1
WOW this is A-M-A-Z-I-N-G!!!! My thighs were pretty big so I cut my pieces a bit smaller. The flavors here are perfect! This could not have been easier to make but it really seems like you spent some time in the kitchen. Served this over jasmine rice. I will be making this over and over which is not gonna be good for my waistline lol...SOOOO GOOD and definitly worthy of more than 5 stars YUM! Thanks for sharing.:)	wow this is a-m-a-z-i-n-g !!!! my thighs were pretty big so i cut my pieces a bit smaller . the flavors here are perfect ! this could not have been easier to make but it really seems like you spent some time in the kitchen . served this over jasmine rice . i will be making this over and over which is not gon na be good for my waistline lol ... soooo good and definitly worthy of more than 5 stars yum ! than ks for sharing. :-rrb-	1
This recipe was absolutely fantastic! Make sure you watch the video before making it because it's got some crucial things in it.	this recipe was absolutely fantastic ! make sure you watch the video before making it because it 's got some crucial things in it .	1
This was so good. I really can't say enough good things about it. Only made 3 changes I used oyster sauce instead of fish (just what I had) no cilantro no one likes it and no jalapeno (didn't have any)! I will make this again!	this was so good . i really ca n't say enough good things about it . only made 3 changes i used oyster sauce instead of fish -lrb- just what i had -rrb- no cilantro no one likes it and no jalapeno -lrb- did n't have any -rrb- ! i will make this again !	1
4 1/2 Stars- but I'll round up! Seriously one of the best Asian Chicken recipes I've ever made. The chicken was a perfect combination of sweet and spicy, the 1/2 star I took off was because I found the recipe a bit too salty.  I'm sure this will probably vary depending on the brands of soy/fish sauce you use.  I would start light on both then add if needed.  I made half a recipe for my boyfriend and I with a side of sesame green beans and brown rice. I was worried it wouldn't be enough food as I only had 3 chicken thighs, but it was perfect, if not too much food.  I had no troubles with the liquid ratio, but I did have a big pan with not much meat (and a gas stove). I would tend to think that maybe the people who are having trouble may be overcrowding the pan.  All in all this is a wow-worthy recipe, definitely suitable for company. I'll be making this again!	4 1/2 stars - but i 'll round up ! seriously one of the best asian chicken recipes i 've ever made . the chicken was a perfect combination of sweet and spicy , the 1/2 star i took off was because i found th e recipe a bit too salty . i 'm sure this will probably vary depending on the brands of soy/fish sauce you use . i would start light on both then add if needed . i made half a recipe for my boyfriend a nd i with a side of sesame green beans and brown rice . i was worried it would n't be enough food as i only had 3 chicken thighs , but it was perfect , if not too much food . i had no troubles with the li quid ratio , but i did have a big pan with not much meat -lrb- and a gas stove -rrb- . i would tend to think that maybe the people who are having trouble may be overcrowding the pan . all in all this is a wow-wor thy recipe , definitely suitable for company . i 'll be making this again !	1
(I thought) I followed the recipe exactly and it took an hour for the sauce to reduce! We eventually ate and everyone loved it (or maybe everyone was just starving). I will try it again and omit the water. I cooked it in a wok...maybe that was my problem /:	-lrb- i thought -rrb- i followed the recipe exactly and it took an hour for the sauce to reduce ! we eventually ate and everyone loved it -lrb- or maybe everyone was just starving -rrb- . i will try it again and omit the w ater . i cooked it in a wok ... maybe that was my problem / :	1
I am ONLY reviewing the sauce because I went in a different direction with my chicken. I used rotisserie chicken thighs and French cut green beans and almonds. I made the sauce exactly as written and just reduced it down, then added my chicken, green beans and almonds to heat through. Served over brown Jasmine rice with egg rolls on the side. The sauce is *wonderful* and would be good on just about any Asian-inspired sauce you chose to use it in. I will definitely make this again, maybe even as written sometime! But I dunno, my version is going to be hard to beat. :-)	i am only reviewing the sauce because i went in a different direction with my chicken . i used rotisserie chicken thighs and french cut green beans and almonds . i made the sauce exactly as written and just reduced it down , then added my chicken , green beans and almonds to heat through . served over brown jasmine rice with egg rolls on the side . the sauce is * wonderful * and would be good on just abou t any asian-inspired sauce you chose to use it in . i will definitely make this again , maybe even as written sometime ! but i du n no , my version is going to be hard to beat . :--rrb-	1
Thank you Chef John.  I followed your recipe exactly, except that I used chicken breasts instead of a whole chicken (not a fan of bones), and my husband said that this was the best chicken ever.  We eat a lot of different chicken breast recipes, so that says a lot.	thank you chef john . i followed your recipe exactly , except that i used chicken breasts instead of a whole chicken -lrb- not a fan of bones -rrb- , and my husband said that this was the best chicken ever . we e at a lot of different chicken breast recipes , so that says a lot .	1
Such a nice change from other grilled chicken and so healthy.  You can do this marinade with any type of chicken (ie: boneless, skinless breasts or thighs).  I didn't even marinate it for more than 1 1/2 hours and it was still delicious! The yogurt harissa (hot sauce) mixture is great with the chicken.  I served this chicken with coleslaw.	such a nice change from other grilled chicken and so healthy . you can do this marinade with any type of chicken -lrb- ie : boneless , skinless breasts or thighs -rrb- . i did n't even marinate it for more than 1 1/2 hours and it was still delicious ! the yogurt harissa -lrb- hot sauce -rrb- mixture is great with the chicken . i served this chicken with coleslaw .	1
Outstanding. Greeks and Indians famous for using natural live yogurt for moisture and tenderization. Good flavors though I'd add onion. Sidebar: My Mother would use yogurt instead of buttermilk (We made our own yogurt) sometimes to marinate her chicken for frying Southern (OK Southern Armenian) style. Worked like a charm. Another great one Chef!	outstanding . greeks and indians famous for using natural live yogurt for moisture and tenderization . good flavors though i 'd add onion . sidebar : my mother would use yogurt instead of buttermilk -lrb- we ma de our own yogurt -rrb- sometimes to marinate her chicken for frying southern -lrb- ok southern armenian -rrb- style . worked like a charm . another great one chef !	1
VERY GOOD!! I also used chicken breasts. The meat was tender moist and flavorful. I have had trouble in the past with dry grilled chicken - not anymore! Thank you Chef John for our new grilled chicken recipe!	very good !! i also used chicken breasts . the meat was tender moist and flavorful . i have had trouble in the past with dry grilled chicken - not anymore ! thank you chef john for our new grilled chicken recipe !	1
this is very good! i kept the recipe the same except using chicken breast and adding some extra rosemary which goes so well with lemon and chicken. i also chose not to make the dipping sauce.. doesn't really need it. very fresh tasting and light. i will make this again.	this is very good ! i kept the recipe the same except using chicken breast and adding some extra rosemary which goes so well with lemon and chicken . i also chose not to make the dipping sauce . . does n't really need it . very fresh tasting and light . i will make this again .	1
This was tasty but it wasn't like... WOW flavor! I think if i tweak it a bit though it will be a great recipe. It was super moist though!	this was tasty but it was n't like ... wow flavor ! i think if i tweak it a bit though it will be a great recipe . it was super moist though !	1
Did not like dipping sauce	did not like dipping sauce	1
I love this recipe so much that the other night I made it using filet of sole.There wasn't a scrap of fish left.Even the kids asked me to make it again soon.I do agree with other reviews that it's too much lemon;I cut it to one lemon and it was perfect.	i love this recipe so much that the other night i made it using filet of sole.there was n't a scrap of fish left.even the kids asked me to make it again soon.i do agree with other reviews that it 's too much lemon ; i cut it to one lemon and it was perfect .	1
This was absolutely delicious! I read other reviews and decided to cut the lemon from 2 to 1. 2 would have been a sour piece of chicken but with 1 it was darn near perfect. This is going into the rotation!	this was absolutely delicious ! i read other reviews and decided to cut the lemon from 2 to 1 . 2 would have been a sour piece of chicken but with 1 it was darn near perfect . this is going into the rota tion !	1
Simply amazing!! I even almost screwed this up on accident by forgetting to brown the chicken in the oil and butter and started to reduce the liquid when I realized oh I missed a step. This is hands down the best chicken recipe I have ever tried! My husband was so impressed that I think I am going to have to make it again tomorrow so my parsley doesn't go bad! The lemon is amazing in the dish if you put the right amount of butter in it. I am addicted to this chicken just can't get over that flavor. Thanks Chef John your recipes never fail.	simply amazing !! i even almost screwed this up on accident by forgetting to brown the chicken in the oil and butter and started to reduce the liquid when i realized oh i missed a step . this is hands d own the best chicken recipe i have ever tried ! my husband was so impressed that i think i am going to have to make it again tomorrow so my parsley does n't go bad ! the lemon is amazing in the dish if y ou put the right amount of butter in it . i am addicted to this chicken just ca n't get over that flavor . thanks chef john your recipes never fail .	1
Wow! This was great and super easy! I did make a few changes but nothing drastic. I omitted the milk and added some chopped parsley in with the egg so the parsley was actually on the chicken. I used dry white wine instead of the sherry and chicken broth instead of veggie. I don't think the changes I made would make huge taste differences so yes this is another 5 star recipe for sure! Thanks Chef John!	wow ! this was great and super easy ! i did make a few changes but nothing drastic . i omitted the milk and added some chopped parsley in with the egg so the parsley was actually on the chicken . i used d ry white wine instead of the sherry and chicken broth instead of veggie . i do n't think the changes i made would make huge taste differences so yes this is another 5 star recipe for sure ! thanks chef j ohn !	1
Excellent and a little more elegant than many other simple chicken dishes.	excellent and a little more elegant than many other simple chicken dishes .	1
I wish I would have read others reviews.. Way too much lemon for me and the sauce didn't thicken. I will try again as it was easy and I can see the potential but like others my sauce didn't thicken either.	i wish i would have read others reviews . . way too much lemon for me and the sauce did n't thicken . i will try again as it was easy and i can see the potential but like others my sauce did n't thicken ei ther .	1
"the chicken came out fantastic.

People, please don't rate the recipes based on using the wrong ingredients."	the chicken came out fantastic . people , please do n't rate the recipes based on using the wrong ingredients .	1
My family has always loved roast chicken so I have made it for years. This recipe is the best I have ever made. The chicken was very juicy and so tender. I even made the sauce and could not believe how good it was and how incredibly simple it was to make. I was out of lemons so I substituted white wine vinegar and it was terrific! Chef John another winner. Thanks for the video it helps.	my family has always loved roast chicken so i have made it for years . this recipe is the best i have ever made . the chicken was very juicy and so tender . i even made the sauce and could not believe ho w good it was and how incredibly simple it was to make . i was out of lemons so i substituted white wine vinegar and it was terrific ! chef john another winner . thanks for the video it helps .	1
I made this with an organic whole chicken and my picky family raved over it! Juicy crispy crust and not a salty taste. Be sure to brush excess salt off the bird before cutting and plating so it doesn't get into the rest of your meal.	i made this with an organic whole chicken and my picky family raved over it ! juicy crispy crust and not a salty taste . be sure to brush excess salt off the bird before cutting and plating so it doesn ' t get into the rest of your meal .	1
We really enjoyed this chicken! I love making whole chickens and do so at least twice a month. This recipe was a nice change up from my usual rosemary and garlic roasted bird. It did turn out rather salty and I used coarse ground kosher salt - but it wasn't inedible salty. (and of course I expected it to be salty!) I prepared this in my infrared oven which I believe helped the skin to crisp very nicely. The whole thing was a beautiful uniform golden color. My husband teenage daughter and I loved the sauce but my young children didn't care for the lemon flavor of it so next time I will try making it with white wine in place of the lemon juice. This recipe is a keeper that I will make again and again.	we really enjoyed this chicken ! i love making whole chickens and do so at least twice a month . this recipe was a nice change up from my usual rosemary and garlic roasted bird . it did turn out rather s alty and i used coarse ground kosher salt - but it was n't inedible salty . -lrb- and of course i expected it to be salty ! -rrb- i prepared this in my infrared oven which i believe helped the skin to crisp very n icely . the whole thing was a beautiful uniform golden color . my husband teenage daughter and i loved the sauce but my young children did n't care for the lemon flavor of it so next time i will try maki ng it with white wine in place of the lemon juice . this recipe is a keeper that i will make again and again .	1
the chicken was magnificent. but for some reason my sauce turned out way too salty. I'm wondering if I didn't blot out enough oil from the pan. will try again.	the chicken was magnificent . but for some reason my sauce turned out way too salty . i 'm wondering if i did n't blot out enough oil from the pan . will try again .	1
well I really mucked this recipe...I used sea salt instead of Kosher--didn't think it would make that much of a difference but it did. The chicken came out greasy and way to salty tasting and the jus is inedible. Sorry Chef-will try again using kosher next time! I don't think it is proper to give this recipe a rating until I follow it exactly so I will give it a 3 for now.	well i really mucked this recipe ... i used sea salt instead of kosher -- did n't think it would make that much of a difference but it did . the chicken came out greasy and way to salty tasting and the jus is inedible . sorry chef-will try again using kosher next time ! i do n't think it is proper to give this recipe a rating until i follow it exactly so i will give it a 3 for now .	1
These burgers were delicious. I ate mine as lettuce wraps! They did remind me of chicken satay which I happen to love. I added red onion to my slaw used chunky peanut butter and did add some salt. I love most of chef johns recipes and this one is a keeper!	these burgers were delicious . i ate mine as lettuce wraps ! they did remind me of chicken satay which i happen to love . i added red onion to my slaw used chunky peanut butter and did add some salt . i l ove most of chef johns recipes and this one is a keeper !	1
These burgers were delicious. Make the peanut sauce just before serving as a chemical reaction occurs and the spread got very thick and was quite difficult to spread but still tasted great. I didn't add any extra salt as the soy sauce was sufficient.	these burgers were delicious . make the peanut sauce just before serving as a chemical reaction occurs and the spread got very thick and was quite difficult to spread but still tasted great . i did n't a dd any extra salt as the soy sauce was sufficient .	1
These burgers are a delicious healthier version of comfort food. I used 1/2 ground chicken and 1/2 ground turkey to decrease the cost. I also added an egg to bind the meat mixture. I needed a side dish so I searched allrecipes and found Asian Cucumber and Peanut Salad (submitted by tammyn316). The two dishes paired perfectly!	these burgers are a delicious healthier version of comfort food . i used 1/2 ground chicken and 1/2 ground turkey to decrease the cost . i also added an egg to bind the meat mixture . i needed a side dis h so i searched allrecipes and found asian cucumber and peanut salad -lrb- submitted by tammyn316 -rrb- . the two dishes paired perfectly !	1
Amazing spin on the summer burger theme. Made exactly as directed not too hot even for my wife. We made this twice within a few weeks we both thought it was well worth coming back to that soon. Chef John has some great recipes this is one of my favorites.	amazing spin on the summer burger theme . made exactly as directed not too hot even for my wife . we made this twice within a few weeks we both thought it was well worth coming back to that soon . chef j ohn has some great recipes this is one of my favorites .	1
Update...John rocked this recipe! Tried it this weekend and I could not get enough. Well done!	update ... john rocked this recipe ! tried it this weekend and i could not get enough . well done !	1
Delish! I made one minor change: I roasted the squash in the oven and used the already cooked squash in the recipe. I did this because it is so easy to peel/dice cooked butternut squash and such a pain to cut the skins off/dice raw squash.	delish ! i made one minor change : i roasted the squash in the oven and used the already cooked squash in the recipe . i did this because it is so easy to peel/dice cooked butternut squash and such a pai n to cut the skins off/dice raw squash .	2
This was dinner tonight and it was SO GOOD! I suspect the mascarpone cheese might hold some people back from making it. I wanted to include it but couldn't get to the store so I whipped together cream cheese and some kefir and it worked just fine! Maybe the mascarpone would have been even better I'll try it sometime but google substitutions using what you have if that's the only thing standing in your way from this creamy and delicious pasta meal.	this was dinner tonight and it was so good ! i suspect the mascarpone cheese might hold some people back from making it . i wanted to include it but could n't get to the store so i whipped together cream cheese and some kefir and it worked just fine ! maybe the mascarpone would have been even better i 'll try it sometime but google substitutions using what you have if that 's the only thing standing in your way from this creamy and delicious pasta meal .	1
My husband and I loved this creative combo. We followed the recipe exactly.	my husband and i loved this creative combo . we followed the recipe exactly .	1
Amazing! Didn't have mascarpone so I substituted it with 1 cup cream cheese 2 tbsp butter and 1/4 cup of heavy cream. I added of bit of flour to thicken the sauce and also doubled the amount of ham. This recipe is a keeper!	amazing ! did n't have mascarpone so i substituted it with 1 cup cream cheese 2 tbsp butter and 1/4 cup of heavy cream . i added of bit of flour to thicken the sauce and also doubled the amount of ham . t his recipe is a keeper !	1
Tried with Mexican chorizo sans oil. Subbed cilantro for parsley crema for the marscapone and cotija for the Parmesan. Delicious!	tried with mexican chorizo sans oil . subbed cilantro for parsley crema for the marscapone and cotija for the parmesan . delicious !	1
Delicious!	delicious !	1
Super yummy alfredo with a squashy twist. Nice.	super yummy alfredo with a squashy twist . nice .	1
